Community,Date,Time,Fixture type,Competition,Home,Home Score,Away Score,Away,Winner,No Score Type,Walkover Reason,Venue,Team Type,Conference,Tier,Score Margin,Total Points ,Team Conceding Walkover,Fixtures,League Fixtures,Knockout Fixtures,Number of Walkovers,Voids,Blowout Game(s),Zero Score?,Blowout to Zero
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Northern Tier 3 ,Manchester Women's 2,5,0,Salford Women's 1,Manchester Women's 2,,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: BUCS Hockey 19-20",Women's,Northern,Season,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Northern Tier 2,Liverpool John Moores Women's 1,1,1,Liverpool Women's 2,,Draw,,IM Marsh Provider: BUCS Hockey 19-20,Women's,Northern,Tier 2,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Northern Tier 2,Durham Women's 4,2,1,Newcastle Women's 3,Durham Women's 4,,,Sports and Wellbeing Park (Maiden Castle) Stockton Road DH1 3SE  Provider: BUCS Hockey 19-20,Women's,Northern,Tier 2,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:00,League,Men's Northern Tier 2,Chester: Chester Men's 1,3,3,Manchester Men's 2,,Draw,,"Astro-turf Pitch, Parkgate Road Campus, University of Chester Provider: BUCS Hockey 19-20",Men's,Northern,Tier 2,0,6,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Midlands Tier 3,Oxford Brookes Women's 4,3,5,Coventry Women's 1,Coventry Women's 1,,,"Oxford Brookes University Centre for Sport, Cheney Lane, Headington, Oxford, OX3 0GB Provider: BUCS Hockey 19-20",Women's,Midlands,Season,2,8,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Western Tier 3,Exeter Women's 6,3,2,Bristol Women's 4,Exeter Women's 6,,,"Sand Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: BUCS Hockey 19-20",Women's,Western,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Western Tier 4,UWE Women's 2,16,0,Southampton Women's 4,UWE Women's 2,,,"Centre for Sport, University of the West of England, Coldharbour Lane, BS16 1QY Provider: BUCS Hockey 19-20",Women's,Western,Season,16,16,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Western Tier 3,Aberystwyth Women's 1,1,2,Swansea Women's 3,Swansea Women's 3,,,"Lampeter Leisure Centre
Peterwell Terrace
Lampeter SA48 7BX Provider: BUCS Hockey 19-20",Women's,Western,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Northern Tier 5,Edge Hill Women's 2,0,5,Liverpool John Moores Women's 2,Liverpool John Moores Women's 2,,,"Edge Hill Sports Centre, St Helens Road, L39 4QP Provider: BUCS Hockey 19-20",Women's,Northern,Season,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Northern Tier 5,Leeds Women's 8,0,10,Leeds Beckett  Women's 5,Leeds Beckett  Women's 5,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: BUCS Hockey 19-20",Women's,Northern,Season,10,10,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's South Eastern Tier 3 ,Surrey Women's 2,1,6,LSE Women's 1,LSE Women's 1,,,Surrey Sports Park GU2 7AD Provider: BUCS Hockey 19-20,Women's,South Eastern,Season,5,7,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:00,League,Men's Scottish Tier 2 ,Stirling Men's 1,2,1,Glasgow Men's 2,Stirling Men's 1,,,"Gannochy Sand Astro	
Gannochy Sports Centre	
FK9 4LA Provider: BUCS Hockey 19-20",Men's,Scottish,Tier 2,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:00,League,ICG Women's Scottish Tier 2,Aberdeen Women's 1,1,1,Heriot-Watt Women's 1,,Draw,,ASV Hockey Pitch (Water based) Provider: BUCS Hockey 19-20,Women's,Scottish,Tier 2,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:30,League,Men's Midlands Tier 3,De Montfort Men's 1,0,11,Loughborough Men's 5,Loughborough Men's 5,,,St Margaret’s Hockey Pitches (Sand Based) Provider: BUCS Hockey 19-20,Men's,Midlands,Season,11,11,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,09/10/2019,13:30,League,Men's South Eastern Tier 4,Kent Men's 2,4,1,City Men's 1,Kent Men's 2,,,"Parkwood Astro, Parkwood, University of Kent, Canterbury, CT2 7SR
 Provider: BUCS Hockey 19-20",Men's,South Eastern,Season,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:30,League,ICG Women's Midlands Tier 4,Lincoln Women's 2,0,0,Anglia Ruskin Women's 1 (Cambridge),Lincoln Women's 2,HomeWalkover,Unable to field a team,University of Lincoln Sports Centre Provider: BUCS Hockey 19-20,Women's,Midlands,Season,0,0,Anglia Ruskin Women's 1 (Cambridge),1,1,0,1,0,0,1,0
BUCS Hockey 19-20,09/10/2019,13:30,League,ICG Women's Western Tier 5,Royal Agricultural Women's 2,3,4,UWE Women's 3,UWE Women's 3,,,Royal Agricultural University Provider: BUCS Hockey 19-20,Women's,Western,Season,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:30,League,ICG Women's South Eastern Tier 3 ,Kingston Women's 1,2,7,Brighton Women's 2 (Brighton),Brighton Women's 2 (Brighton),,,"Surbiton Hockey Club, Sugden Road, Thames Ditton KT7 0AE Provider: BUCS Hockey 19-20",Women's,South Eastern,Season,5,9,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:30,League,ICG Women's Scottish Tier 3,Abertay Women's 1,9,0,Edinburgh Napier Women's 1,Abertay Women's 1,,,"DISC
Mains Loan, Dundee, DD4 7AA Provider: BUCS Hockey 19-20",Women's,Scottish,Season,9,9,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,13:30,League,Men's South Eastern Tier 3,Queen Mary Men's 1 (Barts),2,3,Queen Mary Men's 2,Queen Mary Men's 2,,,Lee Valley Tennis and Hockey Centre Provider: BUCS Hockey 19-20,Men's,South Eastern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:30,League,Men's South Eastern Tier 5,Queen Mary Men's 3 (Barts),1,4,LSE Men's 2,LSE Men's 2,,,Lee Valley Tennis and Hockey Centre Provider: BUCS Hockey 19-20,Men's,South Eastern,Season,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:30,League,ICG Women's South Eastern Tier 2,Canterbury CC Women's 1,22,0,Hertfordshire Women's 1,Canterbury CC Women's 1,,,Polo Farm Sports Club Provider: BUCS Hockey 19-20,Women's,South Eastern,Tier 2,22,22,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,09/10/2019,13:30,League,ICG Women's South Eastern  Tier 5,Imperial Women's 4 (Medics),2,0,Kent Women's 4,Imperial Women's 4 (Medics),,,"Harlington Sports Ground
Sipson Lane
Harlington
Middlesex
UB3 5AQ Provider: BUCS Hockey 19-20",Women's,South Eastern,Season,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,13:30,League,ICG Women's Northern Tier 5,Northumbria Women's 2,10,1,Leeds Women's 7,Northumbria Women's 2,,,"Coach Lane ATP, Coach Lane Campus, Newcastle upon Tyne, NE7 7XA Provider: BUCS Hockey 19-20",Women's,Northern,Season,9,11,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,13:30,League,Men's South Eastern Tier 2,Reading  Men's 2,8,0,Kingston Men's 1,Reading  Men's 2,,,"Reading University SportsPark - STP
Shinfield Road
Whiteknights Campus
Reading
RG6 6UR Provider: BUCS Hockey 19-20",Men's,South Eastern,Tier 2,8,8,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,13:30,League,ICG Women's Scottish Tier 3,St Andrews Women's 2,2,2,Glasgow Caledonian Women's 1,,Draw,,University Sports Centre St Leonards Road  St andrews KY16 9DY 01334 462190  Provider: BUCS Hockey 19-20,Women's,Scottish,Season,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,Men's South Eastern Tier 4,Sussex Men's 2,2,0,Canterbury CC Men's 2,Sussex Men's 2,,,Falmer Sports Complex Provider: BUCS Hockey 19-20,Men's,South Eastern,Season,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's Northern Tier 3 ,Sheffield Women's 3,3,2,Leeds Women's 4,Sheffield Women's 3,,,"Norton Sports Park (Astro) 
289 Warminster Road, 
Sheffield
 S8 8PS Provider: BUCS Hockey 19-20",Women's,Northern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's South Eastern Tier 4,King's College Women's 4,5,0,UCL Women's 4,King's College Women's 4,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: BUCS Hockey 19-20",Women's,South Eastern,Season,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's South Eastern  Tier 5,Hertfordshire Women's 2,0,3,Brunel Women's 2,Brunel Women's 2,,,Hertfordshire Sports Village Provider: BUCS Hockey 19-20,Women's,South Eastern,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,14:00,League,Men's Scottish Tier 3 ,Edinburgh Men's 4,3,1,Heriot-Watt Men's 2,Edinburgh Men's 4,,,"Sport & Exercise Peffermill, Water Based 2 Provider: BUCS Hockey 19-20",Men's,Scottish,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,Men's Midlands Tier 2,Coventry Men's 1,3,3,Aston Men's 1,,Draw,,"Sandbased Hockey Pitch - Westwood Heath Playing Fields, Westwood Heath Road, CV4 8GP Provider: BUCS Hockey 19-20",Men's,Midlands,Tier 2,0,6,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's Midlands Tier 2,Worcester Women's 1,2,2,Leicester Women's 1,,Draw,,"University of Worcester Hockey Astro, Henwick Grove, WR2 6AJ Provider: BUCS Hockey 19-20",Women's,Midlands,Tier 2,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's Midlands Tier 2,East Anglia Women's 1,1,3,Cambridge Women's 2,Cambridge Women's 2,,,"Astro Pitch, Sportspark, University of East Anglia, Norwich, NR4 7TJ Provider: BUCS Hockey 19-20",Women's,Midlands,Tier 2,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's Midlands Tier 3,Birmingham City Women's 1,1,11,Nottingham Trent Women's 3,Nottingham Trent Women's 3,,,"Doug Ellis Sports Centre,  AWP, Wellhead Lane, Perry Barr, Birmingham, B42 2SY Provider: BUCS Hockey 19-20",Women's,Midlands,Season,10,12,,1,1,0,0,0,1,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's South Eastern Tier 4,Bucks New Women's 1,3,1,Royal Holloway Women's 2,Bucks New Women's 1,,,"Amersham and Wycombe College, Stanley Hill, HP7 9HN
 Provider: BUCS Hockey 19-20",Women's,South Eastern,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's Northern Tier 4,Manchester Met Women's 2,0,0,Liverpool Women's 4,,Draw,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: BUCS Hockey 19-20",Women's,Northern,Season,0,0,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's South Eastern  Tier 5,Roehampton Women's 1,1,7,Surrey Women's 3,Surrey Women's 3,,,Bank of England Sports CentrePriory LaneSW15 5JQ Provider: BUCS Hockey 19-20,Women's,South Eastern,Season,6,8,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,Men's South Eastern Tier 2,UCL Men's 1,6,1,Essex Men's 1,UCL Men's 1,,,"Dukes Meadow Astroturf Hockey Pitch - Dukes Meadow, Dan Mason Drive, W4 2SH Provider: BUCS Hockey 19-20",Men's,South Eastern,Tier 2,5,7,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,Men's Scottish Tier 2 ,Dundee Men's 1,3,1,Edinburgh Men's 3,Dundee Men's 1,,,"Riverside Sports Grounds	Riverside Drive	DD2 1UQ	01382 669568	On A85 next to Dundee Airport	
 Provider: BUCS Hockey 19-20",Men's,Scottish,Tier 2,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,Men's Scottish Tier 3 ,Strathclyde Men's 2,5,2,Glasgow Caledonian Men's 1,Strathclyde Men's 2,,,"University of Strathclyde - Stepps Playing Fields, 15 Avenue End Road, Glasgow, G33 6ND Provider: BUCS Hockey 19-20",Men's,Scottish,Season,3,7,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:00,League,ICG Women's South Eastern Tier 4,Royal Veterinary College Women's 2,5,0,Canterbury CC Women's 2,Royal Veterinary College Women's 2,,,Furzefield Centre Provider: BUCS Hockey 19-20,Women's,South Eastern,Season,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Northern Tier 1,Sheffield Hallam  Women's 1,1,2,Northumbria Women's 1,Northumbria Women's 1,,,Abbeydale Sports Club (Water Based) Provider: BUCS Hockey 19-20,Women's,Northern,Tier 1,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Northern Tier 3 ,Leeds Women's 3,3,6,Hull Women's 1,Hull Women's 1,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: BUCS Hockey 19-20",Women's,Northern,Season,3,9,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Northern Tier 5,Bangor Women's 2,0,0,Keele Women's 2,Bangor Women's 2,HomeWalkover,Unable to field a team,"Ffriddoedd Synthetic Pitch, Canolfan Brailsford, Ffriddoedd Rd., Bangor LL57 2EH Provider: BUCS Hockey 19-20",Women's,Northern,Season,0,0,Keele Women's 2,1,1,0,1,0,0,1,0
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Western Tier 2,Cardiff Women's 3,14,0,Royal Agricultural Women's 1,Cardiff Women's 3,,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: BUCS Hockey 19-20",Women's,Western,Tier 2,14,14,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Scottish Tier 1,Edinburgh Women's 2,2,0,Strathclyde Women's 1,Edinburgh Women's 2,,,"Sport & Exercise Peffermill, Water Based 1 Provider: BUCS Hockey 19-20",Women's,Scottish,Tier 1,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,14:30,League,Men's Scottish Tier 4 ,Stirling Men's 3,0,2,Dundee Men's 2,Dundee Men's 2,,,"The PEAK
Stirling Sports Village	
FK8 1QZ Provider: BUCS Hockey 19-20",Men's,Scottish,Season,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Western Tier 1,Bath Women's 2,4,1,Gloucestershire Women's 1,Bath Women's 2,,,"SITEC Pitch (waterbased): Sports Training Village, University of Bath, Claverton Down Road, Combe Down, Bath, BA2 7AY UK Provider: BUCS Hockey 19-20",Women's,Western,Tier 1,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:30,League,Men's Northern Tier 2,Newcastle Men's 2,4,2,Leeds Men's 2,Newcastle Men's 2,,,"Longbenton Sand Dressed Pitch
Coach Lane
NE12 8AD Provider: BUCS Hockey 19-20",Men's,Northern,Tier 2,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:30,League,Men's Northern Tier 2,Manchester Met Men's 1,2,3,Edge Hill Men's 1,Edge Hill Men's 1,,,Brooklands Sports Club  Provider: BUCS Hockey 19-20,Men's,Northern,Tier 2,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Midlands Tier 2,Loughborough Women's 5,8,1,Birmingham Women's 5,Loughborough Women's 5,,,"Waterbase Hockey Pitch, Loughborough University, LE11 3TU Provider: BUCS Hockey 19-20",Women's,Midlands,Tier 2,7,9,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's South Eastern Tier 2,Chichester Women's 1,2,7,Brunel Women's 1,Brunel Women's 1,,,"UoC Astro, College Lane, Chichester, PO19 6PE Provider: BUCS Hockey 19-20",Women's,South Eastern,Tier 2,5,9,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Western Tier 4,Bournemouth Women's 2,0,7,Plymouth Women's 2,Plymouth Women's 2,,,"Bournemouth University Sports Campus, Chapel Gate, Christchurch, BH23 6BL Provider: BUCS Hockey 19-20",Women's,Western,Season,7,7,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Northern Tier 5,Leeds Women's 6,11,0,Huddersfield Women's 1,Leeds Women's 6,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: BUCS Hockey 19-20",Women's,Northern,Season,11,11,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,09/10/2019,14:30,League,ICG Women's Western Tier 2,Bath Women's 4,1,10,Exeter Women's 4,Exeter Women's 4,,,"Astro 1 (sandbased): Sports Training Village, University of Bath, Claverton Down Road, Combe Down, Bath, BA2 7AY UK Provider: BUCS Hockey 19-20",Women's,Western,Tier 2,9,11,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:45,League,ICG Women's Northern Tier 1,Durham Women's 3,8,1,Manchester Women's 1,Durham Women's 3,,,Sports and Wellbeing Park (Maiden Castle) Stockton Road DH1 3SE  Provider: BUCS Hockey 19-20,Women's,Northern,Tier 1,7,9,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:45,League,Men's Midlands Tier 3,Nottingham Trent Men's 4,5,5,Oxford Brookes Men's 3,,Draw,,Clifton Hockey Pitch Provider: BUCS Hockey 19-20,Men's,Midlands,Season,0,10,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,14:45,League,ICG Women's Northern Tier 3 ,Durham Women's 5,3,2,Sheffield Hallam  Women's 2,Durham Women's 5,,,Sports and Wellbeing Park (Maiden Castle) Stockton Road DH1 3SE  Provider: BUCS Hockey 19-20,Women's,Northern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,ICG Women's South Eastern Tier 1,Reading  Women's 1,2,4,Surrey Women's 1,Surrey Women's 1,,,"Reading University SportsPark - STP
Shinfield Road
Whiteknights Campus
Reading
RG6 6UR Provider: BUCS Hockey 19-20",Women's,South Eastern,Tier 1,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Midlands Tier 2,Oxford Brookes Men's 2,7,1,Warwick Men's 2,Oxford Brookes Men's 2,,,"Oxford Brookes University Centre for Sport, Cheney Lane, Headington, Oxford, OX3 0GB Provider: BUCS Hockey 19-20",Men's,Midlands,Tier 2,6,8,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Midlands Tier 2,Nottingham   Men's 4,3,1,Birmingham Men's 4,Nottingham   Men's 4,,,"Water Based, Nottingham Hockey Centre, University Boulevard, Nottingham. NG7 2PS
 Provider: BUCS Hockey 19-20",Men's,Midlands,Tier 2,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Western Tier 3 ,Aberystwyth Men's 1,0,0,Royal Agricultural Men's 1,Aberystwyth Men's 1,HomeWalkover,Other,"Lampeter Leisure Centre
Peterwell Terrace
Lampeter SA48 7BX Provider: BUCS Hockey 19-20",Men's,Western,Season,0,0,Royal Agricultural Men's 1,1,1,0,1,0,0,1,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Northern Tier 4,Salford Men's 1,16,0,Cumbria Men's 1,Salford Men's 1,,,Timperly Sports ClubStockport RoadTimperleyAltrincham WA15 7LU Provider: BUCS Hockey 19-20,Men's,Northern,Season,16,16,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's South Eastern Tier 5,Imperial Men's 6 (Medics),1,1,King's College Men's 5 (GKT),,Draw,,"Harlington Sports Ground
Sipson Lane
Harlington
Middlesex
UB3 5AQ Provider: BUCS Hockey 19-20",Men's,South Eastern,Season,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,ICG Women's South Eastern  Tier 5,East London Women's 1,3,4,LSE Women's 2,LSE Women's 2,,,Lee Valley Hockey and Tennis Centre Provider: BUCS Hockey 19-20,Women's,South Eastern,Season,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,ICG Women's South Eastern  Tier 5,UCL Women's 6 (RUMS),8,2,Royal Veterinary College Women's 3,UCL Women's 6 (RUMS),,,"Southgate Hockey Centre - Trent Park, Snake Lane, EN4 0PS Provider: BUCS Hockey 19-20",Women's,South Eastern,Season,6,10,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,ICG Women's South Eastern Tier 3 ,Kent Women's 2,0,11,Imperial Women's 2 (Medics),Imperial Women's 2 (Medics),,,"Parkwood Astro, Parkwood, University of Kent, Canterbury, CT2 7SR
 Provider: BUCS Hockey 19-20",Women's,South Eastern,Season,11,11,,1,1,0,0,0,1,1,1
BUCS Hockey 19-20,09/10/2019,15:00,League,ICG Women's Scottish Tier 5,St Andrews Women's 4,2,1,St Andrews Women's 5,St Andrews Women's 4,,,University Sports Centre St Leonards Road  St andrews KY16 9DY 01334 462190  Provider: BUCS Hockey 19-20,Women's,Scottish,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Northern Tier 1,Liverpool John Moores Men's 1,1,0,Durham Men's 3,Liverpool John Moores Men's 1,,,IM Marsh Provider: BUCS Hockey 19-20,Men's,Northern,Tier 1,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Midlands Tier 4,Leicester Men's 2,0,1,Anglia Ruskin Men's 1 (Cambridge),Anglia Ruskin Men's 1 (Cambridge),,,"Roger Bettles Sand Astro
Roger Bettles Sports Centre, 
Manor Road,
Oadby	
LE2 2LL Provider: BUCS Hockey 19-20",Men's,Midlands,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Northern Tier 3,Leeds Beckett  Men's 2,2,3,Sheffield Hallam  Men's 3,Sheffield Hallam  Men's 3,,,"Hockey Pitch, Headingley Campus, Leeds LS6 3QQ  Provider: BUCS Hockey 19-20",Men's,Northern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Western Tier 2 ,Bristol Men's 3,6,0,Swansea Men's 3,Bristol Men's 3,,,"Upper Astro, Coombe Dingle Sports Complex, Coombe Lane, Bristol BS9 2BJ Provider: BUCS Hockey 19-20",Men's,Western,Tier 2,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Western Tier 3 ,Exeter Men's 6,4,2,Southampton Men's 3,Exeter Men's 6,,,"Water Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: BUCS Hockey 19-20",Men's,Western,Season,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's South Eastern Tier 3,St George's Men's 1,3,0,Royal Veterinary College Men's 1,St George's Men's 1,,,"Surbiton Hockey Club, Sugden Road, Thames Ditton KT7 0AE Provider: BUCS Hockey 19-20",Men's,South Eastern,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's South Eastern Tier 3,Surrey Men's 2,1,1,Portsmouth Men's 2,,Draw,,Surrey Sports Park GU2 7AD Provider: BUCS Hockey 19-20,Men's,South Eastern,Season,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Northern Tier 4,Liverpool Men's 3,8,1,Bolton Men's 1,Liverpool Men's 3,,,"
 Wyncote Sports Ground, Mather Ave, Liverpool L18 6HF
 Provider: BUCS Hockey 19-20",Men's,Northern,Season,7,9,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,ICG Women's South Eastern Tier 2,Royal Holloway Women's 1,1,5,Imperial Women's 1,Imperial Women's 1,,,Royal Holloway - MY Astroturf Provider: BUCS Hockey 19-20,Women's,South Eastern,Tier 2,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,ICG Women's Northern Tier 2,Chester: Chester Women's 1,2,0,Manchester Met Women's 1,Chester: Chester Women's 1,,,"Astro-turf Pitch, Parkgate Road Campus, University of Chester Provider: BUCS Hockey 19-20",Women's,Northern,Tier 2,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 19-20,09/10/2019,15:00,League,Men's Northern Tier 2,Lancaster Men's 1,5,1,UCLan Men's 1,Lancaster Men's 1,,,"Astro 1, Sports Centre, Lancaster University, Lancaster, LA1 4YQ Provider: BUCS Hockey 19-20",Men's,Northern,Tier 2,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,ICG Women's Midlands Tier 3,Warwick Women's 2,2,1,Nottingham Trent Women's 4,Warwick Women's 2,,,"Waterbased Hockey Pitch - Westwood Campus, Kirby Corner Road, Coventry, UK CV4 8AH Provider: BUCS Hockey 19-20",Women's,Midlands,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 19-20,09/10/2019,15:00,League,ICG Women's South Eastern Tier 2,St Mary's Women's 1,1,2,St George's Women's 1,St George's Women's 1,,,"St Mary's University Twickenham, Teddington Lock Campus, Broom Rd, London, TW11 9BE Provider: BUCS Hockey 19-20",Women's,South Eastern,Tier 2,1,3,,1,1,0,0,0,0,0,0
